Drug Name,Salt,Dosage Form,Strengh,Route of Admin,ATC Code,Ingredient,Approved clinical indications,Access level,Remarks,Date,,
Aluminium+Magnesium+Simethicone   ,,SUSPENSION,,ORAL,A02AF02,(Aluminium hydroxide 225mg+magnesium hydroxide 200mg+simethicone 25mg)/5ml/sachet,,OTC medicines,,1369/10/30,,
Aluminium+Magnesium+Simethicone   ,,"TABLET, CHEWABLE",,ORAL,A02AF02,Aluminium hydroxide 200mg+magnesium hydroxide 200mg+simethicone 25mg  ,,OTC medicines,,1369/10/30,,
Amantadine,HCl,CAPSULE,100 mg,ORAL,N04BB01,,,,,,,
Ambenonium,Chloride,TABLET,10 mg,ORAL,N07AA30,,,,,,,
Amifampridine,As Phosphate,TABLET,10 mg,ORAL,N07XX05,,, Orphan,,1400/08/09,,
Amikacin,As Sulfate,INJECTION,250 mg/ml ,PARENTERAL,J01GB06,,Treatment of bronchopulmonary Pseudomonas aeruginosa infections in cystic fibrosis patients,Hospital only,,,,
Amikacin,As Sulfate,INJECTION,50 mg/ml,PARENTERAL,J01GB06,,,Hospital only,,,,
Amikacin,As Sulfate,INJECTION, 500MG /100ML ,PARENTERAL,J01GB06,AMIKACIN(As SULFATE) IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER, ,Hospital only,,1402/05/05,,
Amiloride+Hyrochlorothiazide,,TABLET,,ORAL,C03EA01,Amiloride as dihydrate 5 mg+Hyrochlorothiazide 50 mg,,,,1369/10/16,,
Amino Caproic Acid,,INJECTION,250 mg/ml,PARENTERAL,B02AA01,,,Hospital only,,1382/03/04,,
Amino Caproic Acid,,INJECTION,400 mg/ml,PARENTERAL,B02AA01,,,Hospital only,,1382/03/04,,
Aminoacid,,"INJECTION, SOLUTION",5%,INTRAVENOUS DRIP,B05BA01,,,Hospital only,Total weight of Amino Acids equal to 50g/l,1390/02/21 ,,
Aminoacid,,"INJECTION, SOLUTION, CONCENTRATE",10%,INTRAVENOUS DRIP,B05BA01,,,Hospital only,Total weight of Amino Acids equal to 100g/l,1389/08/24,,
Aminoacid,,"INJECTION, SOLUTION",10%,INTRAVENOUS DRIP,B05BA01,,,Hospital only,Total weight of Amino Acids equal to 100g/l,1391/05/04,,
Aminoacid,,"INJECTION, SOLUTION",15%,INTRAVENOUS DRIP,B05BA01,,,Hospital only,Total weight of Amino Acids equal to 150g/l,1396/12/08,,
Aminoacid+ Electrolyte,,"INJECTION, SOLUTION",5%,INTRAVENOUS DRIP,B05BA01,Isoleucine 2.55g+Leucine 4.45g+lysine HCl 3.50g+Methionine 1.90g+Phenylalanine 2.55g+Threonine 2.05g+Tryptophane 0.90g+Valine 2.40g+Arginine 4.60g+Histidine 2.60g+Alanine 6.85g+Glycine 3.95g+Asparagine H2O 1.86g+Asparatic acid 0.65g+Acetylcysteine 0.34g+Glutamic acid 2.30g+Ornithine HCl 1.60g+Proline 4.45g+Serine 1.20g+Tyrosine 0.30g+Acetyltyrosine 0.43g+Sodium acetate 3H2O 3.95g+Potassium acetate 2.454g+Magnesium acetate 4H2O 0.558g+Sodium dihydrogen phosphate dihydrate 1.4g+Malic acid 1.01g+Sodium hydroxide 0.2g Water for inj. Q.S. to 1000 ml,,Hospital only,,1389/11/04,,
Aminoacid+Electrolyte,,"INJECTION, SOLUTION",5%,INTRAVENOUS DRIP,B05BA01,Isoleucine 2.50g+Leucine 4.45g+lysine HCl 4.28g+Methionine 2.20g+Phenylalanine 2.35g+Threonine 2.10g+Tryptophane 0.80g+Valine 3.10g+Arginine 5.75g+Histidine 1.50g+Alanine 5.25g+Glycine 6.00g+ Asparatic acid 2.80g+ Glutamic acid 3.60g +Proline 2.75g+Serine 1.15g+Tyrosine 0.40g+ Sodium acetate 3H2O 1.361g+ Sodium chloride 0.964g + Sodium hydroxide 0.140g+potassium acetate 2.453g+ Magnesium chloride 6H2O 0.508g+Disodium phosphate dodecahydrate 3.581g+ Water for inj. Q.S. to 1000 ml,,Hospital only,,1390/1/29,,
Aminoacid+Electrolyte,,"INJECTION, SOLUTION",10%,INTRAVENOUS DRIP,B05BA01,{Isoleucine (0.77-13.80)mg+leucine (1.10-15.76)mg+Lysine HCL(1.08-15.75)mg+Methionine (0.40-8.80)mg+Phenylalanine (0.75-8.80)mg+Threonine (0.50-9.00)mg+Tryptophane (0.23-3.00)mg+ Valine (0.75-12.40)mg+ Arginine (0.93-20.00)mg+ Histidine (0.65-9.80)mg+ Alanine (0.846-82.00)mg+ Glycine (0.31-19.20)mg + Asparatic acid (0.65-10.50)mg + Glutamic acid (1.14-11.07)mg+Proline (1.15-17.00)mg + Serine (0.60-14.10)mg+ Tyrosine (0.05-10.16)mg+Sodium Acetate 3H2O 2.858mg+Sodium Hydroxide 0.360mg+Pottassium Acetate 2.453mg + Magnesium Chloride 6H2O 0.508mg+Disodium Phosphate dodecahydrate 3.581mg}/ml,,Hospital only,,1390/1/29,,
Aminoacid+Electrolyte,,"INJECTION, SOLUTION, CONCENTRATE",10%,INTRAVENOUS DRIP,B05BA01,{Isoleucine (0.77-13.80)mg+leucine (1.10-15.76)mg+Methionine (0.40-8.80)mg+Phenylalanine (0.75-8.80)mg+Threonine (0.50-9.00)mg+Tryptophane (0.23-3.00)mg+ Valine (0.75-12.40)mg+ Arginine (0.93-20.00)mg+ Histidine (0.65-9.80)mg+ Alanine (0.846-82.00)mg+ Taurine (0.12-2.00)mg+Proline (1.15-17.00)mg+ Serine (0.60-14.10)mg+ Tyrosine (0.05-10.16)mg+ Cysteine (0.074-2.00)mg+ Asparagine (0.32-4.09)mg+ Asparatic acid (0.65-10.50)mg+ Glycine (0.31-19.20)mg+ Glutamic acid (1.14-11.07)mg+ Lysine hydrochloride (1.08-15.75)mg+ Lysine acetate (3.34-9.31)mg+Ornithine (0.63-3.75)mg +Glutamine (1.20-22.08)mg +Acetylcysteine 0.68 mg+N-Acetyltyrosine 1.23 mg+Sodium Acetate 3H2O 3.95mg+Pottassium Acetate 2.454mg+Magnesium Acetate 4H2O 0.56mg+Sodium Dihydrogen Phosphate dihydrate 1.404mg+Malic Acid 1.01mg+Sodium Hydroxide 0.2mg}/ml,,Hospital only,,1389/11/04,,
Aminoacid+Lipid+Glucose 1   ,,"INJECTION,EMULSION",,INTRAVENOUS DRIP,B05BA10,"nutriflex lipid plus:                                                                                       Isoleucine 2.26g +Leucine 3.01g+Lysine HCl 2.73g +Methionine 1.88g+Phenylalanine3.37g+Threonine 1.74g+Tryptophane 0.54g+Valine 2.50g+Arginine 2.59g+Histidine HCl monohydrate  1.62g+Alanine 4.66g+Glycine 1.58g+Aspartic acid 1.44g+Glutamic acid 3.37 g+Proline 3.26g+Serine 2.88+ Sodium Chloride 0.402g+Sodium acetate trihydrate 0.222g+ Potassium acetate 2.747g+ Magnesium Acetate tetrahydrate 0.686g + Calcium Chloride dihydrate 0.470g + Sodium hydroxide 0.781 g+Glucose monohydrate 132g+Sodium dihydrogen phosphate dihydrate 1.872g+Zinc acetate dihydrate 5.264g+Triglycerids,mediumchain 20g+Soya-bean oil,refined 20g+Water for inj. Q.S. to 1000 ml",,Hospital only,,1389/11/4,,
Aminoacid+Lipid+Glucose 2   ,,"INJECTION, EMULSION",,INTRAVENOUS DRIP,B05BA10,"nutriflex lipid special:                                                                                Isoleucine 3.28g + Leucine 4.38g + Lysine HCl 3.98g  + Methionine 2.74g + Phenylalanine4.92g + Threonine 2.54g + Tryptophane 0.8g + Valine 3.6g + Arginine 3.780g + Histidine HCl monohydrate 2.37g + Alanine 6.79g + Glycine 2.31g + Aspartic acid 2.1g + Glutamic acid 4.91g +Proline 4.76g +Serine 4.2g + Sodium Chloride 0.378g+Sodium acetate trihydrate 0.25g+ Potassium acetate 3.689g+ Magnesium Acetate tetrahydrate 0.91g + Calcium Chloride dihydrate 0.623g + Sodium hydroxide 1.171 g+Glucose monohydrate 158.4g+Sodium dihydrogen phosphate dihydrate 2.496g+Zinc acetate dihydrate 7.02g+Triglyceride,mediumchain 20g+Soya-bean oil,refined 20g+Water for inj. Q.S. to 1000 ml",,Hospital only,,1389/11/4,,
Aminoacid+Lipid+Glucose 3  ,,"INJECTION,EMULSION",,INTRAVENOUS DRIP,B05BA10,"nutriflex lipid peri:                                                                                                Isoleucine 1.872g +Leucine 2.504g+Lysine HCl 2.272g +Methionine 1.568g+Phenylalanine2.808g+Threonine 1.456g+Tryptophane 0.456g+Valine 2.08g+Arginine 2.160g+Histidine HCl monohydrate  1.352g+Alanine 3.88g+Glycine 1.32g+Aspartic acid 1.20g+Glutamic acid 2.80 g+Proline 2.72g+Serine 2.40g+ Sodium Hydroxide 0.64g + Sodium Chloride 0.865g+Sodium acetate trihydrate 0.435g+ Potassium acetate 2.354g+ Magnesium Acetate  4H2o 0.515g + Calcium Chloride dihydrate 0.353g + Glucose monohydrate 70.4g +Sodium dihydrogen phosphate dihydrate 0.936g+Zinc acetate dihydrate 5.28g+Triglycerids,mediumchain 20g+Soya-bean oil,refined 20g+Water for inj. Q.S. to 1000 ml",,Hospital only,,1389/11/04,,
Aminobenzoic Acid,,LOTION,5%,TOPICAL,D02BA01,Paba,,,, 1362/8/15,,
Aminobenzoic Acid+Padimate   ,,LOTION,,TOPICAL,D02BA,Para Aminobenzoic Acid 5% w/w + Padimate O 3.2% w/w( Paba-p),,,,,,
Aminoglutethimide,,TABLET,250 mg,ORAL,L02BG01,,,,,,,
Aminophylline,,INJECTION,25 mg/ml,PARENTERAL,R03DA05,,,Hospital only,,,,
Amiodarone,HCl,"INJECTION, SOLUTION",150 mg/100ml ,PARENTERAL,C01BD01,,For the acute treatment and prophylaxis of life-threatening ventricular tachycardia or ventricular fibrillation.,Hospital only,,1391/10/03,,
Amiodarone,HCl,TABLET,200 mg,ORAL,C01BD01,,,,,,,
Amiodarone,HCl,INJECTION,50 mg/ml,PARENTERAL,C01BD01,,For the acute treatment and prophylaxis of life-threatening ventricular tachycardia or ventricular fibrillation.,Hospital only,,1364/11/06,,
Amitriptyline,HCl,TABLET,10 mg,ORAL,N06AA09,,,,, 1377/05/25   ,,
Amitriptyline,HCl,TABLET,100 mg,ORAL,N06AA09,,,,, 1371/06/08,,
Amitriptyline,HCl,TABLET,25 mg,ORAL,N06AA09,,,,,1377/5/25      ,,
Amitriptyline,HCl,TABLET,50 mg,ORAL,N06AA09,,,,,1372/5/24,,
Amlodipine,As Besilate,TABLET,10 mg,ORAL,C08CA01,,,,,1386/08/09,,
Amlodipine,As Besilate,TABLET,2.5 mg,ORAL,C08CA01,,,,,1386/08/09,,
Amlodipine,As Besilate,TABLET,5 mg,ORAL,C08CA01,,,,,,,
Amlodipine,As Besilate,SOLUTION,5mg /5 ml,ORAL,C08CA01,,,,,1401/08/10,,
Amlodipine,As Besilate,SOLUTION,10 mg/5 ml,ORAL,C08CA01,,,,,1401/08/10,,
Amlodipine (As Besilate) + Telmisartan,,TABLET,,ORAL,C09DB04, Amlodipine (As Besilate) 5 mg + Telmisartan   40 mg,,,,1401/08/10,,
Amlodipine (As Besilate) + Telmisartan   ,,TABLET,,ORAL,C09DB04, Amlodipine (As Besilate)10 + Telmisartan   40, ,,,,,
Amlodipine (As Besilate) + Telmisartan   ,,TABLET,,ORAL,C09DB04, Amlodipine (As Besilate) 10+ Telmisartan 80  ,,,,,,
Amlodipine (As Besilate) + Telmisartan   ,,TABLET,,ORAL,C09DB04, Amlodipine (As Besilate) 5+ Telmisartan   80,,,,,,
Amlodipine+Atorvastatin,,TABLET,,ORAL,C10BX03,Amlodipine (As Besilate0 10mg+ Atorvastatin As Calcium10mg,,,,1388/08/20,,
Amlodipine+Atorvastatin,,TABLET,,ORAL,C10BX03,Amlodipine (As Besilate) 5mg+ Atorvastatin As Calcium 20mg,,,,1385/10/26,,
Amlodipine+Atorvastatin,,TABLET,,ORAL,C10BX03,Amlodipine (As Besilate) 5mg+ Atorvastatin As Calcium10mg,,,,1387/03/08  ,,
Amlodipine+Valsartan,,TABLET,,ORAL,C09DB01,Amlodipine (As Besilate) 10 mg/ Valsartan 160 mg,,,for local production only,1390/07/04,,
Amlodipine+Valsartan,,TABLET,,ORAL,C09DB01,Amlodipine (As Besilate) 10 mg/ Valsartan 320 mg,,,for local production only,1390/07/04,,
Amlodipine+Valsartan,,TABLET,,ORAL,C09DB01,Amlodipine (As Besilate) 5 mg/ Valsartan 160 mg,,,for local production only,1390/07/04,,
Amlodipine+Valsartan,,TABLET,,ORAL,C09DB01,Amlodipine (As Besilate) 5 mg/ Valsartan 320 mg,,,for local production only,1390/07/04,,
Amlodipine+Valsartan,,TABLET,,ORAL,C09DB01,Amlodipine (As Besilate) 5 mg/ Valsartan 80 mg                                            ,,,for local production only,1390/07/04,,
Amlodipine+Valsartan+Hydrochlortiazid,,TABLET,,ORAL,C09DX01,Amlodipine (As Besilate) 10 mg+ Valsartan 160 mg+Hydrochlortiazid 12.5mg,,,for local production only,1392/03/11,,
Amlodipine+Valsartan+Hydrochlortiazid,,TABLET,,ORAL,C09DX01,Amlodipine (As Besilate) 10 mg+ Valsartan 160 mg+Hydrochlortiazid 25mg,,,for local production only,1392/03/11,,
Amlodipine+Valsartan+Hydrochlortiazid,,TABLET,,ORAL,C09DX01,Amlodipine (As Besilate) 5 mg+ Valsartan 160 mg+Hydrochlortiazid 12.5mg,,,for local production only,1392/03/11,,
Amlodipine+Valsartan+Hydrochlortiazid,,TABLET,,ORAL,C09DX01,Amlodipine (As Besilate) 5 mg+ Valsartan 160 mg+Hydrochlortiazid 25mg ,,,for local production only,1392/03/11,,
Ammonium Chloride,,"TABLET, DELAYED RELEASE",500 mg,ORAL,G04BA01,,,,,,,
Amorolfine,As  Hcl,NAIL LACQUER,50 mg/ml, Topical,D01AE16,,,,,1401/08/10,,
Amoxicillin,,"POWDER, FOR SUSPENSION",125 mg/5ml,ORAL,J01CA04,,,,,,,
Amoxicillin,,"TABLET, DISPERSIBLE",125mg,ORAL,J01CA04,,,,,,,
Amoxicillin,,"POWDER, FOR SUSPENSION",200 mg/5ml,ORAL,J01CA04,,,,,,,
Amoxicillin,,"POWDER, FOR SUSPENSION",250 mg,ORAL,J01CA04,,,,,,,
Amoxicillin,,"TABLET, CHEWABLE",250 mg,ORAL,J01CA04,,,,,,,
Amoxicillin,,"TABLET, DISPERSIBLE",250 mg,ORAL,J01CA04,,,,,,,
Amoxicillin,,CAPSULE,250 mg,ORAL,J01CA04,,,,,,,
Amoxicillin,,"POWDER, FOR SUSPENSION",250 mg/5ml,ORAL,J01CA04,,,,,,,
Amoxicillin,,"POWDER, FOR SUSPENSION",400 mg/5ml,ORAL,J01CA04,,,,,,,
Amoxicillin,,TABLET,500 mg,ORAL,J01CA04,,,,,,,
Amoxicillin,,TABLET,875 mg,ORAL,J01CA04,,,,,1396/06/12,,
Amoxicillin,,TABLET,1000 mg,ORAL,J01CA04,,,,,1397/11/14,,
Amoxicillin,,CAPSULE,500 mg,ORAL,J01CA04,,,,,,,
Amoxicillin,,"TABLET, EXTENDED RELEASE",775 mg,ORAL,J01CA04,,,,,1397/05/10,,
Amoxicillin,,"POWDER, FOR SUSPENSION",500 mg/5ml,ORAL,J01CA04,,,,,1402/05/05,,
Amphotericin-B,,GEL,0.4%,TOPICAL,A01AB04,,,,Nanoliposomal,1392/04/04,,
Amphotericin-B,,"INJECTION, POWDER, LYOPHILIZED",50 mg,PARENTERAL,J02AA01,,,Hospital only,, ,,
Amphotericin-B,As Complex with Sodium Cholesteryl Sulphate,"INJECTION, POWDER, LYOPHILIZED",50 mg,PARENTERAL,J02AA01,,,Hospital only,,,,
Amphotericin-B Liposome,,"INJECTION, POWDER",50 mg,PARENTERAL,J02AA01,,"Treatment of invasive protothecosis.
Treatment of invasive sporotrichosis.
Treatment of invasive coccidioidomycosis.
Treatment of invasive zygomycosis.
Treatment of invasive candidiasis.
Treatment of invasive fungal infections.",Hospital only;for Health Dept. of MOH only,,1385/09/07,,
Ampicillin,As Sodium,"INJECTION, POWDER",1 g,PARENTERAL,J01CA01,,,,,,,
Ampicillin,,"POWDER, FOR SUSPENSION",125 mg/5ml,ORAL,J01CA01,,,,,,,
Ampicillin,As Sodium,"INJECTION, POWDER",250 mg,PARENTERAL,J01CA01,,,,, ,,
Ampicillin,,CAPSULE,250 mg,ORAL,J01CA01,,,,,,,
Ampicillin,,"POWDER, FOR SUSPENSION",250 mg/5ml,ORAL,J01CA01,,,,,,,
Ampicillin,As Sodium,"INJECTION, POWDER",500 mg,PARENTERAL,J01CA01,,,,,1360/08/24,,
Ampicillin,,CAPSULE,500 mg,ORAL,J01CA01,,,,,,,
Ampicillin+Sulbactam,,"INJECTION, POWDER",1.5 g,PARENTERAL,J01CR01,1 g Ampicillin + 0.5 g Sulbactam ,,Hospital only,,1382/04/01,,
Ampicillin+Sulbactam,,"INJECTION, POWDER",3 g,PARENTERAL,J01CR01,2 g Ampicillin +1 g Sulbactam ,,Hospital only,,1382/04/01,,
Amyl Nitrite   ,,INHALER,,RESPIRATORY,V03AB22,,Treatment of cyanide poisoning,Orphan medicines         ,,1377/05/25,,
Anagrelide,HCl,CAPSULE,500 mcg,ORAL,L01XX35,,,Orphan medicines,,1388/02/27,,
Anagrelide,HCl,CAPSULE,1 mg,ORAL,L01XX35,,,Orphan medicines,,1398/06/17,,
Anakinra,,"INJECTION, SOLUTION",100mg/0.67 ml,PARENTERAL,L04AC03,,"Arthritis rheumatoid in combination with Methotrexate not responded to Methotrexate alone, CAPS, SJIA ",Orphan medicines;,,1396/11/29,,
Anthocyanoside A   ,,TABLET,,ORAL,C04A,Myrtillus Anthocyanosidic Extract of Vaccinium Myrtillus 100mg + Betacarotene 5mg  ,,,,1380/04/17,,
Anti-D Immunoglobulin,,INJECTION,250 mcg,PARENTERAL,J06BB01,,,Hospital only,,1400/03/19,,
Anti-D Immunoglobulin,,"INJECTION, POWDER, LYOPHILIZED",250 mcg,PARENTERAL,J06BB01,,,Hospital only,,1400/03/19,,
Anti-D Immunoglobulin,,INJECTION,300 mcg,PARENTERAL,J06BB01,,,Hospital only,,1400/03/19,,
Anti-D Immunoglobulin,,"INJECTION, POWDER, LYOPHILIZED",300 mcg,PARENTERAL,J06BB01,,,Hospital only,,1400/03/19,,
Anti-D Immunoglobulin,,INJECTION,50 mcg/ml,PARENTERAL,J06BB01,,,Hospital only,,1400/03/19,,
Antihemorrhoid   ,,OINTMENT,,RECTAL,N01BB52,(Lidocaine 50mg+hydrocortisone acetate 2.75mg+aluminium subacetate 35mg+zinc oxide 180mg)/g  ,,OTC medicines,,,,
Antihemorrhoid   ,,SUPPOSITORY,,RECTAL,N01BB52,Lidocaine 60mg+hydrocortisone acetate 5mg+aluminium subacetate 50mg+zinc oxide 400mg  ,,OTC medicines,,,,
Antihistamine Decongestant,,TABLET,,ORAL,R01BA53,Chlorpheniramine Maleate4mg/phenylephrine HCL 10mg,,OTC medicines,,,,
Antihistamine Decongestant,,"CAPSULE, LIQUID FILLED",,ORAL,R01BA53,Chlorpheniramine Maleate4mg/phenylephrine HCL 10mg,,OTC medicines,,1399/04/17,,
Antihistamine Decongestant  ,,"CAPSULE, EXTENDED RELEASE",,ORAL,R01BA51,Brompheniramine Maleate 12mg+ Pseudoephedrine HCl 120 mg,,OTC medicines,,1383/09/02,,
Antihistamine Decongestant   ,,"TABLET, EXTENDED RELEASE",,ORAL,R01BA51,Brompheniramine Maleate 12mg+ Pseudoephedrine HCl 120 mg  ,,OTC medicines,,1383/09/02,,
Antihistamine Decongestant   ,,"CAPSULE, LIQUID FILLED",,ORAL,R01BA51,Chlorpheniramine maleate 2 mg + Pseudoephedrine HCl 30 mg,,OTC medicines,,1385/11/04,,
Antihistamine Decongestant   ,,TABLET,,ORAL,R01BA51,Chlorpheniramine maleate 2 mg + Pseudoephedrine HCl 30 mg  ,,OTC medicines,,1383/09/02,,
Antilymphocyte Immunoglobulin,,INJECTION,20 mg/ml,PARENTERAL,L04AA03,,,Hospital only,,,,
Antilymphocyte Immunoglobulin,,INJECTION,50 mg/ml,PARENTERAL,L04AA03,,,Hospital only,,,,
Antiscorpion Venom Serum   ,,INJECTION,,PARENTERAL,J06AA,,,,,1368/03/07        ,,
Antisnake Venom Serum   ,,INJECTION,,PARENTERAL,J06AA03,,,,,,,
Antithymocyte Immunoglobulin,,INJECTION,20 mg/ml  ,PARENTERAL,L04AA04,,"(rabbit); myelodys plastic syndrom(mds); allograft rejection, including solid organ(kidney,liver,heart,lung,pancreas)and bone marrow transplantation.",Hospital only,,,,
Antithymocyte Immunoglobulin,,"INJECTION, POWDER, LYOPHILIZED",25 mg,PARENTERAL,L04AA04,,Treatment of myelodysplastic syndrome (MDS),Hospital only,,,,
Antithymocyte Immunoglobulin,,INJECTION,50 mg/ml,PARENTERAL,L04AA04,,Treatment of myelodysplastic syndrome (MDS),Hospital only,,,,
Apixaban,,TABLET,2.5 mg,ORAL,B01AF02,,Antithrombotic,,,1397/07/28,,
Apixaban,,TABLET,5 mg,ORAL,B01AF02,,Antithrombotic,,,1397/07/28,,
Apomorphine,HCl,INJECTION,10 mg/ml,PARENTERAL,N04BC07,,"Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
For the treatment of patients in a vegetative state or minimally conscious state for up to 12 months following a severe traumatic brain injury (traumatic or spontaneous)",,,    ,,
Apomorphine,HCl,INJECTION,5 mg/ml,PARENTERAL,N04BC07,,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.,,"For Infusion, For Subcutaneous use",1396/03/21,,
Apremilast,,TABLET,10 mg,ORAL,L04AA32,,,,,1401/08/10,,
Apremilast,,TABLET,20 mg,ORAL,L04AA32,,,,,1401/08/10,,
Apremilast,,TABLET,30 mg,ORAL,L04AA32,,,,,1401/08/10,,
Aprepitant,,CAPSULE,125 mg,ORAL,A04AD12,,,,,1387/06/26,,
Aprepitant,,CAPSULE,80 mg,ORAL,A04AD12,,,,,1387/06/26,,
Aprotinin,,INJECTION,"10,000 KIU/ml",PARENTERAL,B02AB01,,"For prophylactic use to reduce perioperative blood loss and the homologous blood transfusion requirement in patients undergoing cardiopulmonary bypass surgery in the course of repeat coronary artery bypass graft surgery, and in selected cases of primary c",Hospital only,,  ,,
Aprotinin,,INJECTION,"20,000 KIU/ml",PARENTERAL,B02AB01,,"For prophylactic use to reduce perioperative blood loss and the homologous blood transfusion requirement in patients undergoing cardiopulmonary bypass surgery in the course of repeat coronary artery bypass graft surgery, and in selected cases of primary c",Hospital only,,1376/06/30,,
Arginine,HCl,POWDER,100 g,ORAL ,B05XB01,,Treatment of hyperamonemia,Orphan medicines,,1387/10/15,,
Arginine,HCl,INJECTION,100 mg/ml,PARENTERAL,B05XB01,,Treatment of hyperamonemia,Orphan medicines,,1387/10/15,,
Arginine,HCl,INJECTION,950 mOsmol/L,PARENTERAL,B05XB01,,,Hospital only,,1361/09/14,,
Arginine,HCl,INJECTION,,PARENTERAL,B05XB01,,Treatment of sickle cell disease and beta thalassemia.,Orphan medicines,,,,
Aripiprazole,,TABLET,10 mg,ORAL,N05AX12,,,,,1387/12/21,,
Aripiprazole,,TABLET,15 mg,ORAL,N05AX12,,,,,1387/12/21,,
Aripiprazole,,TABLET,5 mg,ORAL,N05AX12,,,,,1388/02/30,,
Aripiprazole,,SOLUTION,1 mg/ml,ORAL,N05AX12,,,,,1400/06/16,,
Aripiprazole,,"TABLET , ORALLY DISINTEGRATING",10 mg,ORAL,N05AX12,,,,,1400/06/16,,
Aripiprazole,,"TABLET , ORALLY DISINTEGRATING",15 mg,ORAL,N05AX12,,,,,1400/06/16,,
Aripiprazole,,"INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE",300 mg,PARENTERAL,N05AX12,                 ,,,,1399/12/26,,
Aripiprazole,,"INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE",400 mg,PARENTERAL,N05AX12,,,,,1399/12/26,,
Aripiprazole,," INJECTION, SUSPENSION  EXTENDED RELEASE",441 mg/1.6 ml,PARENTERAL,N05AX12, ,,,,1399/12/26,,
Aripiprazole,," INJECTION, SUSPENSION  EXTENDED RELEASE",662 mg/2.4 ml,PARENTERAL,N05AX12,,,,,,,
Aripiprazole,," INJECTION, SUSPENSION  EXTENDED RELEASE",882 mg/3.2 ml,PARENTERAL,N05AX12,,,,,,,
Arsenic Trioxide,,INJECTION,0.1%,PARENTERAL,L01XX27,,"Treatment of malignant glioma
Treatment of chronic myeloid leukemia
Treatment of acute promyelocytic leukemia
Treatment of multiple myeloma.
Treatment of liver cancer
Treatment of chronic lymphocytic leukemia
Treatment of myelodysplastic syndrome.",Hospital only,,1382/03/04,,
Artemether,,CAPSULE,40 mg,ORAL,P01BE02,,Acute treatment of malaria,for Health Dept. of MOH only,,1383/04/07,,
Artemether,,INJECTION,80 mg,PARENTERAL,P01BE02,,Acute treatment of malaria,for Health Dept. of MOH only,,1383/04/07,,
Artemether+ Lumefantrine,,TABLET,,ORAL,P01BF01,Artemether 20 mg+ Lumefantrine 120mg,Acute treatment of malaria,for Health Dept. of MOH only,,1394/03/31,,
Artesunate,,TABLET,50 mg,ORAL,P01BE03,,,for Health Dept. of MOH only,,1397/03/01,,
Artesunate,,TABLET,100 mg,ORAL,P01BE03,,,for Health Dept. of MOH only,,,,
Artesunate,,TABLET,200 mg,ORAL,P01BE03,,Immediate treatment of malaria,for Health Dept. of MOH only; Orphan medicine,,1385/09/07,,
Artesunate,,INJECTION,200 mg,PARENTERAL,P01BE03,,Immediate treatment of malaria,for Health Dept. of MOH only; Orphan medicine,,,,
Artesunate,,SUPPOSITORY,50 mg,RECTAL,P01BE03,,Immediate treatment of malaria,for Health Dept. of MOH only,,,,
Artesunate,,SUPPOSITORY,200 mg,RECTAL,P01BE03,,Immediate treatment of malaria,for Health Dept. of MOH only,,1394/11/13,,
Artesunate,,INJECTION,60 mg/ml,PARENTERAL,P01BE03,,Immediate treatment of malaria,for Health Dept. of MOH only,,1386/04/27,,
Artesunate,,SUPPOSITORY,100 mg,RECTAL,P01BE03,,Immediate treatment of malaria,for Health Dept. of MOH only,,1398/09/19,,
Articaine+Epinephrine,,INJECTION,,PARENTERAL,N01BB58,Articaine Hydrochloride 4% + Epinephrine 1/100000,,,,1385/06/14,,
Articaine+Epinephrine,,INJECTION,,PARENTERAL,N01BB58,Articaine Hydrochloride 4% + Epinephrine 1/200000,,,,1385/06/14,,
Artificial Saliva    ,,SPRAY,,ORAL,A16AX,,,OTC medicines,,1381/12/04 ,,
Artificial Saliva    ,,GEL,,ORAL,A16AX,,,OTC medicines,,1381/12/04 ,,
ASA (Acetylsalicylic Acid),,"TABLET, CHEWABLE",100 mg,ORAL,N02BA01,N02BA01,,,,,,
ASA (Acetylsalicylic Acid),,TABLET,325 mg,ORAL,N02BA01,,,OTC medicines,,1369/10/23,,
ASA (Acetylsalicylic Acid),,"TABLET, EFFERVESCENT",325 mg,ORAL,N02BA01,,,OTC medicines,, 1374/07/30,,
ASA (Acetylsalicylic Acid),,"TABLET, DELAYED RELEASE",325 mg,ORAL,N02BA01,,,OTC medicines,,1369/10/23,,
ASA (Acetylsalicylic Acid),,SUPPOSITORY,325 mg,RECTAL,N02BA01,,,OTC medicines,,1369/10/23,,
ASA (Acetylsalicylic Acid),,TABLET,500 mg,ORAL,N02BA01,,,OTC medicines,Microcoated,1369/10/23,,
ASA (Acetylsalicylic Acid),,TABLET,100 mg,ORAL,N02BA01,,,OTC medicines,,,,
ASA (Acetylsalicylic Acid),,"TABLET, DELAYED RELEASE",80 mg,ORAL,B01AC06,,,OTC medicines,,1373/03/22,,
ASA (Acetylsalicylic Acid),,"TABLET , DELAYED RELEASE",81 mg,ORAL,B01AC06,,,OTC medicines,,1391/11/02,,
